TrainNumber,RailwayOperator,OriginStation,DestinationStation,DepartureTime,ArrivalTime,Duration,Status,TicketPrice,TrainType,PlatformNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
TR4104,Deutsche Bahn,Munich Hbf,,2023-06-22 06:34:00,2023-06-22 16:34:00,10:00:00,On Time,268.12,Intercity,P10,D,243,123,Fog,13
TR4105,Indian Railways,Mumbai CST,Delhi Junction,2023-02-01 11:56:00,2023-02-01 19:56:00,8:00:00,Cancelled,272.98,Passenger,P3,B,112,359,Snow,8
TR4106,Indian Railways,Delhi Junction,Chennai Central,2023-10-04 00:25:00,2023-10-04 03:25:00,3:00:00,Delayed,452.34,Metro,P3,C,466,23,Storm,18
TR4107,JR East,Kyoto Station,Tokyo Station,2023-04-08 17:30:00,2023-04-08 19:30:00,2:00:00,Delayed,193.78,Intercity,P5,E,81,342,Fog,11
TR4108,JR East,Osaka Station,Tokyo Station,2023-05-10 02:05:00,2023-05-10 09:05:00,7:00:00,Cancelled,75.89,High-Speed,P20,B,146,149,Snow,20
TR4109,Via Rail,Toronto Union,Calgary Station,2023-02-17 21:18:00,2023-02-18 08:18:00,11:00:00,On Time,322.12,Freight,P2,C,364,450,Rain,11
TR4110,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-01-09 14:05:00,2023-01-09 16:05:00,2:00:00,Cancelled,405.08,Passenger,P2,C,257,508,Snow,18
TR4111,Via Rail,Montreal Central,Ottawa Station,2023-04-05 01:04:00,2023-04-05 11:04:00,10:00:00,On Time,430.81,Freight,P5,B,243,29,Rain,3
TR4112,Amtrak,New York Penn,San Francisco 4th,2023-04-21 19:18:00,2023-04-22 07:18:00,12:00:00,Cancelled,377.75,Intercity,P16,B,475,70,Storm,19
TR4113,Amtrak,Los Angeles Union,New York Penn,2023-02-17 05:04:00,2023-02-17 13:04:00,8:00:00,On Time,305.24,Metro,P19,B,442,64,Snow,2
TR4114,JR East,Hiroshima Station,Tokyo Station,2023-07-07 15:28:00,2023-07-07 20:28:00,5:00:00,Delayed,156.43,Passenger,P10,D,461,55,Storm,20
TR4115,Amtrak,Boston South,Los Angeles Union,2023-07-06 16:29:00,2023-07-07 03:29:00,11:00:00,Delayed,209.21,High-Speed,P4,B,318,487,Clear,13
TR4116,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-06-05 12:16:00,2023-06-05 13:16:00,1:00:00,Cancelled,235.77,Freight,P19,B,149,239,Rain,6
TR4117,Indian Railways,Mumbai CST,Delhi Junction,2023-05-21 04:40:00,2023-05-21 14:40:00,10:00:00,Cancelled,226.09,Freight,P7,B,411,232,Snow,3
TR4118,Amtrak,Chicago Union,New York Penn,2023-10-23 10:46:00,2023-10-23 19:46:00,9:00:00,Cancelled,129.63,Passenger,P6,D,292,500,Clear,3
TR4119,Amtrak,San Francisco 4th,Chicago Union,2023-11-04 21:36:00,2023-11-05 04:36:00,7:00:00,On Time,228.06,Freight,P2,B,69,70,Fog,12
TR4120,Indian Railways,Mumbai CST,Bangalore City,2023-10-16 01:01:00,2023-10-16 03:01:00,2:00:00,On Time,270.56,Passenger,P15,D,78,483,Clear,3
TR4121,Via Rail,Vancouver Pacific,Toronto Union,2023-11-05 11:09:00,2023-11-05 19:09:00,8:00:00,Delayed,239.0,High-Speed,P9,C,146,378,Fog,9
TR4122,Amtrak,Boston South,New York Penn,2023-02-23 09:50:00,2023-02-23 16:50:00,7:00:00,On Time,390.82,Freight,P20,B,397,293,Storm,15
TR4123,JR East,Kyoto Station,Nagoya Station,2023-06-28 07:20:00,2023-06-28 13:20:00,6:00:00,On Time,347.48,Passenger,P2,E,342,462,Clear,14
TR4124,Indian Railways,Delhi Junction,Chennai Central,2023-05-09 20:34:00,2023-05-10 00:34:00,4:00:00,Cancelled,61.72,Passenger,P15,B,271,42,Rain,4
TR4125,Indian Railways,Chennai Central,Mumbai CST,2023-06-29 03:50:00,2023-06-29 08:50:00,5:00:00,On Time,197.79,Metro,P3,D,500,524,Rain,15
TR4126,JR Central,Tokyo Station,Nagoya Station,2023-07-08 12:36:00,2023-07-08 18:36:00,6:00:00,Cancelled,180.52,Intercity,P10,D,258,449,Fog,20
TR4127,Amtrak,San Francisco 4th,Boston South,2023-09-04 07:18:00,2023-09-04 18:18:00,11:00:00,Delayed,479.86,Passenger,P18,A,463,382,Clear,8
TR4128,Via Rail,Ottawa Station,Vancouver Pacific,2023-09-29 02:12:00,2023-09-29 04:12:00,2:00:00,Delayed,255.49,Metro,P17,B,309,431,Rain,14
TR4129,JR East,Hiroshima Station,Nagoya Station,2023-10-15 08:53:00,2023-10-15 13:53:00,5:00:00,On Time,167.03,Intercity,P6,D,389,453,Fog,14
TR4130,Indian Railways,Chennai Central,Delhi Junction,2023-09-26 13:42:00,2023-09-27 01:42:00,12:00:00,Cancelled,239.88,High-Speed,P12,E,347,114,Storm,17
TR4131,Indian Railways,Chennai Central,Howrah,2023-08-23 13:24:00,2023-08-23 21:24:00,8:00:00,On Time,165.34,Metro,P9,C,88,121,Snow,10
TR4132,Indian Railways,Mumbai CST,Delhi Junction,2023-11-07 19:07:00,2023-11-08 07:07:00,12:00:00,Cancelled,313.92,Freight,P9,D,230,21,Fog,3
TR4133,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-03-26 13:05:00,2023-03-26 18:05:00,5:00:00,Delayed,327.23,Intercity,P5,B,311,493,Snow,16
TR4134,JR Central,Kyoto Station,Hiroshima Station,2023-03-19 17:01:00,2023-03-20 01:01:00,8:00:00,Delayed,329.3,Intercity,P7,C,335,394,Storm,9
TR4135,Amtrak,New York Penn,Los Angeles Union,2023-06-24 21:41:00,2023-06-25 06:41:00,9:00:00,Cancelled,219.33,Passenger,P8,A,169,290,Storm,13
TR4136,Amtrak,Los Angeles Union,New York Penn,2023-11-08 06:01:00,2023-11-08 09:01:00,3:00:00,On Time,78.24,Intercity,P8,D,293,236,Fog,10
TR4137,Indian Railways,Howrah,Chennai Central,invalid_date,2023-08-27 23:05:00,3:00:00,Delayed,322.47,Freight,P19,B,169,451,Snow,7
TR4138,JR Central,Tokyo Station,Kyoto Station,2023-04-12 23:40:00,,12:00:00,Cancelled,73.23,Freight,P16,A,182,152,Fog,5
TR4139,JR East,Tokyo Station,Osaka Station,2023-12-20 07:55:00,2023-12-20 18:55:00,11:00:00,Cancelled,169.03,Passenger,P15,C,447,369,Storm,10
TR4140,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-10-18 17:59:00,,5:00:00,Delayed,479.16,Metro,P12,B,137,343,Snow,6
TR4141,JR East,Tokyo Station,Nagoya Station,2023-06-20 16:12:00,2023-06-20 21:12:00,5:00:00,Delayed,383.32,Intercity,P3,C,409,85,Clear,20
TR4142,Via Rail,,Vancouver Pacific,2023-06-22 21:48:00,2023-06-23 06:48:00,9:00:00,Cancelled,269.99,Passenger,P4,A,450,508,Fog,4
TR4143,Via Rail,Toronto Union,Ottawa Station,2023-10-09 21:30:00,2023-10-09 22:30:00,1:00:00,Delayed,308.24,High-Speed,P5,A,246,353,Rain,20
TR4144,JR Central,Tokyo Station,Nagoya Station,2023-05-07 21:18:00,2023-05-08 00:18:00,3:00:00,Delayed,272.11,Metro,P12,B,333,376,Fog,8
TR4145,Via Rail,Calgary Station,Toronto Union,2023-11-23 16:48:00,2023-11-23 20:48:00,4:00:00,Cancelled,269.55,Freight,P5,C,334,485,Storm,8
TR4146,JR Central,Tokyo Station,Kyoto Station,2023-02-19 06:58:00,2023-02-19 17:58:00,11:00:00,On Time,48.48,Freight,P18,E,447,44,Fog,11
TR4147,Via Rail,Vancouver Pacific,Toronto Union,2023-01-07 14:50:00,2023-01-08 02:50:00,12:00:00,Cancelled,490.37,High-Speed,P14,E,169,247,Rain,14
TR4148,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-09-05 15:09:00,2023-09-05 18:09:00,3:00:00,On Time,398.58,Freight,P8,B,431,527,Clear,10
TR4149,Amtrak,New York Penn,Boston South,2023-09-04 03:32:00,2023-09-04 14:32:00,11:00:00,Cancelled,409.38,Metro,P6,C,60,467,Snow,16
TR4150,Indian Railways,Delhi Junction,Mumbai CST,2023-04-25 19:18:00,2023-04-26 02:18:00,7:00:00,Cancelled,356.08,Intercity,P10,D,201,74,Fog,10
TR4151,JR Central,Kyoto Station,Tokyo Station,2023-02-05 20:09:00,,7:00:00,On Time,320.58,High-Speed,P5,E,450,25,Fog,10
TR4152,Deutsche Bahn,Hamburg Hbf,Berlin Hbf,2023-05-21 04:05:00,2023-05-21 08:05:00,4:00:00,Cancelled,347.48,High-Speed,P19,A,352,173,Rain,7
TR4153,Deutsche Bahn,Cologne Hbf,Frankfurt Hbf,,2023-12-30 07:58:00,8:00:00,Delayed,136.3,Freight,P5,C,169,82,Rain,20
TR4154,Deutsche Bahn,Munich Hbf,Hamburg Hbf,2023-09-25 11:01:00,2023-09-25 17:01:00,6:00:00,Delayed,45.45,Intercity,P5,E,383,461,Fog,15
TR4155,Deutsche Bahn,Cologne Hbf,,2023-10-11 21:27:00,2023-10-12 03:27:00,6:00:00,Cancelled,181.78,Metro,P1,D,491,390,Rain,12
TR4156,Via Rail,Calgary Station,Montreal Central,2023-12-25 11:17:00,2023-12-25 15:17:00,4:00:00,Delayed,428.6,Passenger,P16,D,121,437,Storm,18
TR4157,Indian Railways,Chennai Central,Delhi Junction,2023-03-15 15:00:00,2023-03-16 03:00:00,12:00:00,On Time,224.87,Freight,P3,C,451,215,Fog,2
TR4158,Amtrak,Los Angeles Union,Chicago Union,2023-01-12 19:39:00,2023-01-12 23:39:00,4:00:00,On Time,217.32,Passenger,P16,A,306,161,Rain,19
TR4159,Indian Railways,Chennai Central,Howrah,2023-06-26 16:25:00,2023-06-26 17:25:00,1:00:00,On Time,210.93,Passenger,P15,E,249,441,Clear,10
TR4160,Indian Railways,Howrah,Bangalore City,2023-10-24 09:13:00,2023-10-24 10:13:00,1:00:00,Cancelled,313.85,Passenger,P17,C,169,61,Fog,3
TR4161,Indian Railways,Howrah,Delhi Junction,2023-11-07 16:41:00,2023-11-08 01:41:00,9:00:00,Delayed,476.3,Intercity,P2,B,348,541,Storm,14
TR4162,Amtrak,Boston South,Chicago Union,2023-12-13 06:40:00,2023-12-13 12:40:00,6:00:00,On Time,361.81,Intercity,P12,A,236,493,Clear,8
TR4163,JR Central,Tokyo Station,Kyoto Station,2023-08-13 00:41:00,2023-08-13 10:41:00,10:00:00,Delayed,327.31,Metro,P5,A,230,342,Fog,15
TR4164,Indian Railways,Mumbai CST,Bangalore City,2023-06-11 21:25:00,2023-06-12 07:25:00,10:00:00,Cancelled,396.87,Passenger,P11,A,107,466,Rain,4
TR4165,Amtrak,San Francisco 4th,Boston South,2023-06-03 16:28:00,2023-06-03 20:28:00,4:00:00,Delayed,170.74,Passenger,P8,D,488,350,Snow,8
TR4166,JR Central,Kyoto Station,Hiroshima Station,2023-10-15 22:06:00,2023-10-16 05:06:00,7:00:00,Cancelled,146.22,Metro,P9,C,356,410,Fog,14
TR4167,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-12-16 08:25:00,2023-12-16 19:25:00,11:00:00,Delayed,170.5,High-Speed,P11,D,359,481,Fog,18
TR4168,Indian Railways,Howrah,Mumbai CST,2023-08-20 02:55:00,2023-08-20 04:55:00,2:00:00,Delayed,86.02,Passenger,P20,E,187,380,Snow,2
TR4169,Indian Railways,Bangalore City,Chennai Central,2023-04-15 06:05:00,2023-04-15 11:05:00,5:00:00,Delayed,401.72,Metro,P19,B,278,32,Snow,3
TR4170,Via Rail,Toronto Union,Montreal Central,2023-05-20 12:45:00,2023-05-20 23:45:00,11:00:00,On Time,84.46,Passenger,P12,D,176,89,Storm,4
TR4171,JR Central,Tokyo Station,Nagoya Station,2023-02-26 01:35:00,2023-02-26 11:35:00,10:00:00,On Time,487.05,Passenger,P3,E,69,48,Rain,6
TR4172,JR Central,Osaka Station,Kyoto Station,2023-10-10 05:42:00,2023-10-10 06:42:00,1:00:00,On Time,360.37,Passenger,P14,A,54,40,Storm,4
TR4173,JR Central,Hiroshima Station,Tokyo Station,2023-08-30 00:15:00,2023-08-30 12:15:00,12:00:00,Cancelled,370.01,Intercity,P16,C,217,279,Storm,10
TR4174,Indian Railways,Howrah,Mumbai CST,2023-06-29 23:51:00,2023-06-30 07:51:00,8:00:00,Delayed,400.26,Metro,P12,A,73,292,Rain,14
TR4175,Via Rail,Ottawa Station,Toronto Union,2023-12-30 04:00:00,2023-12-30 05:00:00,1:00:00,Cancelled,499.51,Freight,P10,C,200,444,Rain,13
TR4176,Via Rail,Toronto Union,Calgary Station,2023-01-15 22:04:00,2023-01-16 06:04:00,8:00:00,Delayed,229.59,Freight,P8,B,241,431,Snow,2
TR4177,Via Rail,Toronto Union,Ottawa Station,2023-09-05 11:55:00,2023-09-05 13:55:00,2:00:00,On Time,280.05,Intercity,P18,D,275,29,Clear,12
TR4178,JR East,Kyoto Station,Tokyo Station,2023-01-27 04:06:00,,12:00:00,Delayed,458.79,Freight,P15,C,144,385,Fog,14
TR4179,JR Central,Osaka Station,Tokyo Station,2023-10-10 07:04:00,2023-10-10 12:04:00,5:00:00,On Time,359.73,Intercity,P7,D,120,313,Snow,5
TR4180,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-04-30 11:21:00,2023-04-30 13:21:00,2:00:00,On Time,496.25,High-Speed,P20,B,382,313,Clear,20
TR4181,Via Rail,Montreal Central,Toronto Union,2023-11-21 22:12:00,2023-11-21 23:12:00,1:00:00,Cancelled,255.28,Metro,P14,E,188,240,Clear,7
TR4182,Amtrak,San Francisco 4th,New York Penn,2023-07-15 20:44:00,2023-07-16 03:44:00,7:00:00,Cancelled,482.16,High-Speed,P15,D,188,486,Rain,2
TR4183,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-11-17 16:29:00,2023-11-18 03:29:00,11:00:00,On Time,278.26,Passenger,P11,E,78,133,Rain,2
TR4184,Deutsche Bahn,Cologne Hbf,Berlin Hbf,2023-01-26 15:39:00,2023-01-26 21:39:00,6:00:00,On Time,301.63,High-Speed,P18,A,323,446,Snow,10
TR4185,JR East,Nagoya Station,Tokyo Station,2023-03-09 00:39:00,2023-03-09 02:39:00,2:00:00,Delayed,425.3,Freight,P10,E,380,432,Storm,16
TR4186,JR Central,Tokyo Station,Nagoya Station,2023-05-23 10:51:00,2023-05-23 12:51:00,2:00:00,Cancelled,296.49,Passenger,P2,B,398,145,Clear,16
TR4187,Amtrak,San Francisco 4th,Los Angeles Union,2023-07-10 15:25:00,2023-07-11 03:25:00,12:00:00,Cancelled,100.77,High-Speed,P5,B,197,240,Rain,19
TR4188,JR East,Tokyo Station,Osaka Station,2023-01-20 10:20:00,2023-01-20 22:20:00,12:00:00,Cancelled,62.23,Freight,P1,A,224,445,Storm,2
TR4189,Indian Railways,Howrah,Chennai Central,2023-06-30 08:39:00,2023-06-30 15:39:00,7:00:00,Delayed,168.55,Intercity,P19,C,474,199,Storm,8
TR4190,JR Central,Hiroshima Station,Tokyo Station,2023-01-01 22:29:00,2023-01-02 10:29:00,12:00:00,Cancelled,215.27,Metro,P3,C,265,532,Snow,20
TR4191,Via Rail,Toronto Union,Ottawa Station,2023-04-30 01:43:00,2023-04-30 07:43:00,6:00:00,On Time,481.79,Freight,P7,C,297,367,Storm,20
TR4192,Indian Railways,Bangalore City,Delhi Junction,2023-05-03 00:31:00,2023-05-03 11:31:00,11:00:00,On Time,41.25,Freight,P12,B,115,66,Fog,18
TR4193,Via Rail,Ottawa Station,Toronto Union,2023-10-17 17:35:00,2023-10-18 00:35:00,7:00:00,Delayed,493.54,Intercity,P17,A,421,124,Clear,7
TR4194,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-07-19 05:16:00,2023-07-19 09:16:00,4:00:00,Cancelled,93.38,Passenger,P7,B,192,422,Storm,19
TR4195,JR East,Tokyo Station,Osaka Station,2023-11-02 14:31:00,2023-11-02 15:31:00,1:00:00,Cancelled,64.48,Passenger,P17,B,465,191,Rain,9
TR4196,Amtrak,Chicago Union,New York Penn,2023-01-08 02:39:00,2023-01-08 04:39:00,2:00:00,On Time,133.62,Metro,P20,B,94,104,Storm,7
TR4197,Via Rail,Ottawa Station,Vancouver Pacific,2023-01-01 18:50:00,2023-01-02 00:50:00,6:00:00,Cancelled,456.25,Metro,P18,C,294,267,Fog,13
TR4198,Indian Railways,Bangalore City,Delhi Junction,2023-12-21 19:05:00,2023-12-21 23:05:00,4:00:00,Delayed,351.03,Freight,P5,A,226,33,Fog,15
TR4199,Deutsche Bahn,,Munich Hbf,2023-06-13 16:31:00,2023-06-14 00:31:00,8:00:00,Delayed,139.08,Passenger,P19,A,136,256,Storm,9
TR4200,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-11-27 13:12:00,2023-11-27 20:12:00,7:00:00,On Time,439.83,Passenger,P3,D,415,444,Snow,6
TR4201,Amtrak,Boston South,Chicago Union,2023-12-09 13:37:00,2023-12-09 15:37:00,2:00:00,Delayed,126.35,Passenger,P4,D,108,119,Snow,13
TR4202,JR East,Kyoto Station,Tokyo Station,2023-03-10 20:55:00,2023-03-10 23:55:00,3:00:00,On Time,447.03,Metro,P7,E,258,72,Rain,8
TR4203,Deutsche Bahn,Hamburg Hbf,Berlin Hbf,2023-01-20 16:36:00,2023-01-20 18:36:00,2:00:00,Delayed,257.44,Intercity,P9,A,336,90,Fog,11
TR4204,Via Rail,Toronto Union,Calgary Station,2023-08-06 11:42:00,2023-08-06 20:42:00,9:00:00,Cancelled,202.66,Intercity,P13,A,227,113,Storm,16
TR4205,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-04-15 06:15:00,2023-04-15 11:15:00,5:00:00,On Time,76.34,Intercity,P6,E,249,431,Fog,3
TR4206,Indian Railways,Delhi Junction,Chennai Central,2023-01-23 22:59:00,2023-01-24 04:59:00,6:00:00,Delayed,287.0,Intercity,P20,E,145,435,Rain,2
TR4207,JR Central,Osaka Station,Nagoya Station,2023-06-29 16:21:00,2023-06-30 03:21:00,11:00:00,Cancelled,484.1,Intercity,P1,A,252,42,Rain,8
TR4208,Deutsche Bahn,Hamburg Hbf,Frankfurt Hbf,2023-06-22 19:35:00,2023-06-23 05:35:00,10:00:00,Cancelled,145.15,Passenger,P4,A,427,1,Snow,6
TR4209,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-10-20 18:47:00,2023-10-21 05:47:00,11:00:00,On Time,179.01,Metro,P20,E,211,370,Rain,5
TR4210,Indian Railways,Mumbai CST,Bangalore City,2023-07-13 02:06:00,2023-07-13 05:06:00,3:00:00,On Time,149.61,Passenger,P10,C,191,507,Clear,7
TR4211,Indian Railways,Bangalore City,Howrah,2023-09-22 08:23:00,2023-09-22 19:23:00,11:00:00,Delayed,470.08,Intercity,P16,A,192,509,Fog,11
TR4212,JR Central,Hiroshima Station,Osaka Station,2023-03-25 09:37:00,2023-03-25 17:37:00,8:00:00,Delayed,140.43,High-Speed,P20,D,65,225,Storm,15
TR4213,JR Central,Nagoya Station,Hiroshima Station,2023-08-26 03:13:00,2023-08-26 12:13:00,9:00:00,Cancelled,157.54,Passenger,P7,C,80,94,Rain,5
TR4214,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-07-16 04:04:00,2023-07-16 16:04:00,12:00:00,Cancelled,360.14,High-Speed,P8,B,88,456,Fog,17
TR4215,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-01-25 07:18:00,2023-01-25 14:18:00,7:00:00,Cancelled,307.9,High-Speed,P10,B,323,103,Snow,20
TR4216,JR East,Nagoya Station,Kyoto Station,2023-07-30 02:47:00,2023-07-30 08:47:00,6:00:00,Cancelled,261.62,Intercity,P14,D,243,167,Storm,14
TR4217,Via Rail,Toronto Union,Ottawa Station,2023-09-25 23:53:00,,11:00:00,On Time,357.22,Metro,P19,B,400,435,Fog,8
TR4218,JR East,Osaka Station,Kyoto Station,2023-06-08 12:42:00,2023-06-08 20:42:00,8:00:00,Delayed,490.53,High-Speed,P1,C,188,480,Rain,12
TR4219,JR Central,Tokyo Station,Osaka Station,2023-01-26 04:28:00,2023-01-26 07:28:00,3:00:00,Cancelled,86.0,Passenger,P15,C,441,7,Snow,9
TR4220,Indian Railways,Bangalore City,Chennai Central,2023-03-01 03:25:00,2023-03-01 06:25:00,3:00:00,Cancelled,159.18,Metro,P2,A,384,407,Rain,10
TR4221,Indian Railways,Chennai Central,Bangalore City,invalid_date,2023-12-25 05:48:00,6:00:00,On Time,182.65,Metro,P11,C,307,265,Rain,18
TR4222,JR East,Tokyo Station,Nagoya Station,2023-09-08 17:15:00,2023-09-08 18:15:00,1:00:00,On Time,355.02,Intercity,P13,C,373,303,Fog,10
TR4223,Amtrak,Chicago Union,San Francisco 4th,2023-11-04 13:30:00,2023-11-04 22:30:00,9:00:00,On Time,54.19,Metro,P20,D,320,478,Fog,2
TR4224,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-08-16 01:57:00,2023-08-16 02:57:00,1:00:00,Delayed,171.56,High-Speed,P5,D,439,440,Clear,15
TR4225,JR East,Kyoto Station,Tokyo Station,2023-03-23 08:31:00,2023-03-23 14:31:00,6:00:00,Cancelled,342.17,Passenger,P3,D,99,481,Fog,19
TR4226,Indian Railways,Mumbai CST,Howrah,2023-02-24 19:50:00,2023-02-25 06:50:00,11:00:00,Cancelled,26.77,Intercity,P20,D,144,381,Fog,17
TR4227,Indian Railways,Bangalore City,Chennai Central,2023-12-08 18:53:00,2023-12-08 23:53:00,5:00:00,Cancelled,475.37,High-Speed,P4,E,92,219,Rain,9
TR4228,Indian Railways,Bangalore City,Howrah,2023-11-22 22:16:00,2023-11-23 05:16:00,7:00:00,Delayed,269.07,Intercity,P19,C,209,55,Rain,17
TR4229,Via Rail,Calgary Station,Montreal Central,2023-12-15 23:34:00,2023-12-16 05:34:00,6:00:00,Cancelled,105.97,Intercity,P3,A,83,392,Snow,5
TR4230,Deutsche Bahn,Frankfurt Hbf,Munich Hbf,2023-08-09 01:51:00,2023-08-09 07:51:00,6:00:00,On Time,305.63,High-Speed,P16,C,371,128,Rain,17
TR4231,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-11-28 00:07:00,2023-11-28 04:07:00,4:00:00,Delayed,466.11,Freight,P14,C,90,220,Fog,20
TR4232,JR East,Tokyo Station,Hiroshima Station,2023-01-06 20:30:00,2023-01-07 07:30:00,11:00:00,Delayed,395.59,Freight,P1,E,144,543,Snow,16
TR4233,JR East,Hiroshima Station,Osaka Station,2023-06-29 22:53:00,2023-06-30 08:53:00,10:00:00,Delayed,76.93,High-Speed,P17,E,262,549,Clear,16
TR4234,Indian Railways,Howrah,Bangalore City,2023-10-23 15:56:00,2023-10-23 17:56:00,2:00:00,Cancelled,59.77,Passenger,P1,C,237,114,Rain,15
TR4235,JR Central,Osaka Station,Tokyo Station,2023-09-11 18:14:00,2023-09-12 02:14:00,8:00:00,On Time,353.9,Freight,P6,D,151,172,Snow,19
TR4236,JR Central,Hiroshima Station,Tokyo Station,2023-03-24 18:24:00,2023-03-25 03:24:00,9:00:00,On Time,164.99,Passenger,P18,E,497,188,Clear,10
TR4237,Via Rail,Montreal Central,Toronto Union,2023-04-12 22:42:00,2023-04-12 23:42:00,1:00:00,Cancelled,192.33,High-Speed,P8,B,84,239,Rain,15
TR4238,Indian Railways,Delhi Junction,Howrah,2023-04-29 15:02:00,2023-04-29 20:02:00,5:00:00,Delayed,96.6,Metro,P4,E,413,33,Fog,13
TR4239,Via Rail,Calgary Station,Ottawa Station,2023-06-01 20:43:00,2023-06-02 04:43:00,8:00:00,Cancelled,481.15,Intercity,P14,E,224,240,Fog,3
TR4240,Via Rail,Montreal Central,Ottawa Station,2023-03-23 11:09:00,2023-03-23 16:09:00,5:00:00,On Time,139.77,High-Speed,P19,A,100,39,Clear,7
TR4241,Indian Railways,Chennai Central,Howrah,2023-11-18 10:02:00,2023-11-18 17:02:00,7:00:00,Delayed,70.29,Passenger,P13,C,68,528,Storm,15
TR4242,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-04-26 02:56:00,2023-04-26 10:56:00,8:00:00,On Time,297.95,High-Speed,P17,B,66,468,Clear,19
TR4243,Via Rail,Ottawa Station,Montreal Central,2023-10-04 18:37:00,2023-10-04 20:37:00,2:00:00,Cancelled,114.96,Intercity,P9,E,294,26,Rain,2
TR4244,Via Rail,Montreal Central,Ottawa Station,2023-11-01 02:48:00,2023-11-01 03:48:00,1:00:00,On Time,180.14,Metro,P1,A,465,211,Clear,5
TR4245,Amtrak,Boston South,San Francisco 4th,2023-07-21 05:54:00,2023-07-21 06:54:00,1:00:00,Delayed,231.01,High-Speed,P15,D,84,375,Clear,15
TR4246,Deutsche Bahn,Hamburg Hbf,Cologne Hbf,2023-06-26 20:27:00,2023-06-26 21:27:00,1:00:00,Delayed,80.69,Passenger,P13,E,325,18,Rain,4
TR4247,JR Central,Nagoya Station,Hiroshima Station,2023-11-11 07:30:00,2023-11-11 14:30:00,7:00:00,Cancelled,89.79,Passenger,P15,E,378,260,Snow,18
TR4248,Via Rail,Vancouver Pacific,Ottawa Station,2023-08-11 09:33:00,2023-08-11 12:33:00,3:00:00,Cancelled,294.67,Intercity,P17,D,104,384,Clear,15
TR4249,Via Rail,Montreal Central,Vancouver Pacific,2023-10-14 03:38:00,2023-10-14 15:38:00,12:00:00,Cancelled,351.32,Metro,P12,B,498,543,Rain,17
TR4250,Via Rail,Toronto Union,Calgary Station,2023-09-14 09:20:00,2023-09-14 11:20:00,2:00:00,Cancelled,183.8,Freight,P13,A,247,273,Rain,2
TR4251,Via Rail,,Ottawa Station,2023-06-13 10:51:00,2023-06-13 16:51:00,6:00:00,Cancelled,312.8,Intercity,P14,C,291,193,Snow,3
TR4252,JR East,Tokyo Station,Hiroshima Station,2023-08-21 12:19:00,2023-08-21 14:19:00,2:00:00,Cancelled,100.1,High-Speed,P11,A,490,130,Rain,19
TR4253,JR Central,Nagoya Station,Kyoto Station,2023-07-10 03:27:00,2023-07-10 11:27:00,8:00:00,Cancelled,176.6,Intercity,P7,B,113,237,Fog,11
TR4254,Deutsche Bahn,Frankfurt Hbf,Munich Hbf,2023-12-16 20:28:00,2023-12-16 22:28:00,2:00:00,Delayed,122.03,Passenger,P7,E,250,383,Fog,12
TR4255,JR Central,Tokyo Station,Kyoto Station,2023-08-30 10:20:00,2023-08-30 18:20:00,8:00:00,Cancelled,329.62,Freight,P13,E,440,298,Snow,3
TR4256,Indian Railways,Mumbai CST,Howrah,2023-01-17 01:01:00,2023-01-17 02:01:00,1:00:00,On Time,243.73,Intercity,P14,E,270,2,Clear,18
TR4257,JR East,Tokyo Station,Osaka Station,2023-02-27 20:52:00,2023-02-28 08:52:00,12:00:00,On Time,443.53,Freight,P14,D,298,48,Storm,7
TR4258,Indian Railways,Delhi Junction,Chennai Central,2023-08-03 10:45:00,2023-08-03 14:45:00,4:00:00,On Time,348.2,Freight,P19,A,274,459,Fog,12
TR4259,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-12-10 23:23:00,2023-12-11 06:23:00,7:00:00,On Time,196.2,Freight,P5,D,418,243,Rain,9
TR4260,Deutsche Bahn,Cologne Hbf,Berlin Hbf,2023-04-15 00:40:00,2023-04-15 04:40:00,4:00:00,On Time,388.06,Passenger,P16,A,95,299,Storm,17
TR4261,JR Central,Tokyo Station,Kyoto Station,2023-02-11 16:34:00,2023-02-11 21:34:00,5:00:00,On Time,179.22,Passenger,P17,E,185,511,Rain,20
TR4262,Amtrak,Boston South,New York Penn,2023-12-29 01:48:00,2023-12-29 09:48:00,8:00:00,On Time,218.91,Freight,P14,A,461,168,Clear,8
