FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
JB8125,Southwest,SFO,JFK,2023-03-12 14:08:08,2023-03-12 19:10:08,0 days 05:02:00,On Time,1171.48,Airbus A320,D3,International,372.0,372.0,Cloudy,8.0
JB3859,American Airlines,MIA,DFW,2023-08-30 14:43:41,2023-08-30 15:21:41,0 days 00:38:00,Delayed,117.02,Embraer 190,C10,1,207.0,181.0,Snow,6.0
SW9941,Southwest,SFO,SEA,2023-09-09 05:55:03,2023-09-09 10:15:03,0 days 04:20:00,Cancelled,768.95,Airbus A320,A10,2,366.0,328.0,Thunderstorm,8.0
DL3473,Spirit,ORD,,2023-11-29 06:32:30,2023-11-29 10:12:30,0 days 03:40:00,On Time,72.21,Embraer 190,C18,1,226.0,200.0,Fog,7.0
AA6658,Spirit,ORD,DFW,2023-04-08 08:45:37,2023-04-08 15:06:37,0 days 06:21:00,On Time,1198.25,Bombardier CRJ900,D22,1,189.0,157.0,Snow,13.0
SW4746,Spirit,JFK,MIA,2023-08-10 06:41:33,2023-08-10 14:06:33,0 days 07:25:00,On Time,1277.73,Boeing 777,A2,3,388.0,131.0,Cloudy,5.0
AS4838,Alaska Airlines,SEA,DEN,2023-12-24 00:23:45,2023-12-24 04:27:45,0 days 04:04:00,Delayed,1171.77,Boeing 777,C18,3,294.0,117.0,Fog,12.0
AS4792,Spirit,MIA,SEA,2023-09-21 22:06:34,2023-09-21 23:42:34,0 days 01:36:00,Cancelled,1374.85,Airbus A320,C4,2,178.0,153.0,Snow,6.0
AA6735,Spirit,ATL,DEN,2023-11-24 09:58:48,2023-11-24 13:45:48,0 days 03:47:00,Delayed,124.71,Bombardier CRJ900,A25,1,309.0,106.0,Cloudy,10.0
SP4180,Alaska Airlines,DEN,ORD,2023-01-26 01:35:25,2023-01-26 04:10:25,0 days 02:35:00,Delayed,967.7,Bombardier CRJ900,A23,3,250.0,243.0,Fog,7.0
UA8783,JetBlue,MIA,DFW,2023-10-23 06:07:33,2023-10-23 13:18:33,0 days 07:11:00,On Time,990.88,Airbus A380,A12,1,368.0,192.0,Cloudy,10.0
SW8038,JetBlue,LAX,SFO,2023-02-08 07:12:22,2023-02-08 17:01:22,0 days 09:49:00,Cancelled,1105.67,Airbus A320,C22,International,242.0,50.0,Clear,9.0
JB1773,Alaska Airlines,SFO,MIA,2023-04-18 17:33:58,2023-04-19 02:50:58,0 days 09:17:00,Delayed,857.43,Boeing 777,A22,1,139.0,54.0,Rain,5.0
AS7338,Alaska Airlines,DEN,SFO,2023-09-27 15:24:33,2023-09-28 00:47:33,0 days 09:23:00,On Time,738.31,Airbus A380,B29,4,279.0,58.0,Rain,8.0
JB6820,United,DFW,ATL,2023-03-29 13:56:13,2023-03-29 21:47:13,0 days 07:51:00,Delayed,1147.92,Boeing 737,B23,2,224.0,84.0,Cloudy,8.0
DL2011,Spirit,SFO,MIA,2023-07-22 21:13:42,2023-07-23 04:38:42,0 days 07:25:00,On Time,1208.8,Bombardier CRJ900,C12,4,195.0,54.0,Snow,9.0
SP3091,United,BOS,MIA,2023-03-29 03:38:54,2023-03-29 10:53:54,0 days 07:15:00,Cancelled,347.79,Boeing 777,B5,1,151.0,61.0,Rain,11.0
AS393,Alaska Airlines,JFK,BOS,2023-08-13 17:15:04,2023-08-13 19:10:04,0 days 01:55:00,Delayed,1012.59,Embraer 190,B26,International,380.0,367.0,Clear,15.0
JB9112,JetBlue,ATL,DFW,2023-12-29 17:12:00,2023-12-29 19:51:00,0 days 02:39:00,On Time,1093.43,Airbus A380,D19,4,196.0,173.0,Fog,14.0
DL5025,Delta,ORD,ATL,2023-11-21 04:49:21,2023-11-21 08:40:21,0 days 03:51:00,On Time,539.23,Airbus A380,B11,3,172.0,74.0,Thunderstorm,7.0
UA4215,Spirit,DEN,BOS,2023-11-18 19:06:18,2023-11-18 21:03:18,0 days 01:57:00,On Time,288.1,Boeing 777,D26,2,272.0,256.0,Fog,5.0
JB8568,Delta,SFO,LAX,2023-07-28 08:17:01,2023-07-28 11:28:01,0 days 03:11:00,Cancelled,495.85,Boeing 777,C29,1,121.0,78.0,Rain,13.0
DL6056,Southwest,DEN,ATL,2023-07-05 13:44:54,2023-07-05 21:30:54,0 days 07:46:00,On Time,235.28,Boeing 737,D28,International,199.0,176.0,Cloudy,8.0
AS8801,JetBlue,BOS,MIA,2023-11-09 22:01:21,2023-11-10 03:30:21,0 days 05:29:00,Delayed,1027.41,Bombardier CRJ900,C26,2,105.0,100.0,Cloudy,7.0
AA5940,American Airlines,SEA,SFO,2023-07-01 05:37:28,2023-07-01 09:21:28,0 days 03:44:00,Cancelled,197.82,Embraer 190,C28,1,282.0,70.0,Cloudy,8.0
SW1546,Southwest,BOS,SEA,2023-01-18 00:15:17,2023-01-18 04:24:17,0 days 04:09:00,Cancelled,741.44,Boeing 777,A5,1,304.0,53.0,Cloudy,6.0
AA1464,American Airlines,SFO,BOS,2023-01-23 20:56:13,2023-01-24 02:06:13,0 days 05:10:00,Delayed,1094.21,Airbus A380,B10,3,396.0,138.0,Clear,12.0
AA345,Alaska Airlines,BOS,LAX,2023-11-28 22:37:23,2023-11-29 03:18:23,0 days 04:41:00,On Time,1140.81,Bombardier CRJ900,D10,International,,51.0,Rain,11.0
SP7620,Spirit,JFK,SEA,2023-06-15 21:48:42,2023-06-16 06:39:42,0 days 08:51:00,Delayed,440.74,Airbus A320,B11,4,188.0,154.0,Rain,7.0
UA7347,American Airlines,ATL,BOS,2023-11-10 04:16:53,2023-11-10 08:58:53,0 days 04:42:00,Delayed,170.68,Boeing 737,B8,4,374.0,211.0,Rain,11.0
SP4765,American Airlines,DEN,MIA,2023-09-07 05:42:26,2023-09-07 11:41:26,0 days 05:59:00,Cancelled,542.08,Airbus A320,B19,1,267.0,117.0,Rain,8.0
UA8147,Delta,JFK,SFO,2023-10-18 22:43:11,2023-10-19 01:38:11,0 days 02:55:00,On Time,1316.28,Boeing 737,A3,3,226.0,105.0,Rain,12.0
AA5379,Spirit,JFK,LAX,2023-11-19 04:07:05,2023-11-19 13:01:05,0 days 08:54:00,On Time,1478.19,Boeing 737,B2,3,344.0,259.0,Thunderstorm,12.0
UA7940,Alaska Airlines,BOS,SFO,2023-11-16 05:33:34,2023-11-16 06:41:34,0 days 01:08:00,Cancelled,184.89,Boeing 737,A2,4,209.0,197.0,Fog,13.0
AA9487,Southwest,ORD,SFO,2023-04-28 23:14:39,2023-04-29 06:52:39,0 days 07:38:00,Cancelled,366.03,Airbus A320,D12,3,322.0,260.0,Thunderstorm,14.0
AS7526,Southwest,LAX,ATL,2023-09-12 23:26:26,2023-09-13 08:41:26,0 days 09:15:00,Cancelled,1027.7,Airbus A320,D17,1,231.0,87.0,Clear,8.0
AA9360,Southwest,ORD,SEA,2023-09-29 19:09:26,2023-09-29 20:20:26,0 days 01:11:00,Cancelled,632.62,Bombardier CRJ900,C15,3,117.0,89.0,Clear,8.0
AS2657,Spirit,MIA,SEA,2023-07-08 15:10:32,2023-07-08 20:52:32,0 days 05:42:00,Cancelled,1081.75,Bombardier CRJ900,B16,2,294.0,172.0,Clear,11.0
AA390,American Airlines,SFO,JFK,2023-05-18 15:33:27,2023-05-18 22:49:27,0 days 07:16:00,On Time,850.18,Airbus A380,D3,International,165.0,133.0,Cloudy,5.0
SW7939,Southwest,LAX,ORD,2023-10-16 21:27:53,2023-10-17 04:02:53,0 days 06:35:00,On Time,565.7,Airbus A380,A22,3,130.0,114.0,Thunderstorm,12.0
AA3048,Spirit,JFK,SEA,2023-01-27 18:59:20,2023-01-28 03:05:20,0 days 08:06:00,Delayed,1399.5,Airbus A380,B9,International,256.0,97.0,Cloudy,9.0
AS417,United,JFK,DEN,2023-08-02 05:17:38,2023-08-02 14:30:38,0 days 09:13:00,Cancelled,212.1,Airbus A380,A11,International,114.0,98.0,Cloudy,14.0
JB3516,JetBlue,LAX,SFO,2023-06-08 21:10:53,2023-06-09 06:20:53,0 days 09:10:00,Delayed,,Embraer 190,D2,International,266.0,190.0,Cloudy,9.0
AS5350,American Airlines,ORD,JFK,2023-03-31 11:16:19,2023-03-31 16:06:19,0 days 04:50:00,Cancelled,174.27,Embraer 190,D3,International,286.0,231.0,Fog,15.0
AA6425,United,ATL,DEN,2023-01-04 03:50:06,2023-01-04 12:19:06,0 days 08:29:00,Delayed,205.72,Bombardier CRJ900,B21,International,248.0,149.0,Rain,9.0
JB8004,Southwest,DFW,JFK,2023-11-17 00:47:43,2023-11-17 07:51:43,0 days 07:04:00,Cancelled,566.52,Airbus A380,D22,2,162.0,139.0,Rain,13.0
SP8016,Southwest,ATL,SEA,2023-07-26 12:26:33,2023-07-26 13:03:33,0 days 00:37:00,Cancelled,1065.57,Airbus A320,A11,1,208.0,125.0,Cloudy,14.0
JB9902,Spirit,BOS,SFO,2023-05-26 01:21:26,2023-05-26 08:29:26,0 days 07:08:00,On Time,1011.49,Boeing 737,C5,3,103.0,50.0,Clear,9.0
AA5606,American Airlines,MIA,ATL,2023-10-18 18:23:52,2023-10-18 20:03:52,0 days 01:40:00,On Time,233.05,Embraer 190,A2,International,333.0,184.0,Snow,10.0
SW2403,United,SEA,ATL,2023-12-01 07:15:42,2023-12-01 09:48:42,0 days 02:33:00,Cancelled,735.29,Embraer 190,C6,3,204.0,192.0,Thunderstorm,5.0
AS5608,United,SFO,ORD,2023-07-14 22:20:39,2023-07-15 02:46:39,0 days 04:26:00,Delayed,1023.18,Boeing 737,C21,4,157.0,65.0,Thunderstorm,7.0
SP1649,Southwest,DEN,SFO,2023-11-05 20:16:33,2023-11-05 22:58:33,0 days 02:42:00,On Time,1279.57,Airbus A320,A13,,232.0,76.0,Rain,7.0
UA4450,Southwest,MIA,BOS,2023-01-28 00:27:02,2023-01-28 09:44:02,0 days 09:17:00,Delayed,573.33,Boeing 737,C15,2,323.0,262.0,Clear,12.0
DL4523,American Airlines,ORD,MIA,2023-04-09 10:09:20,2023-04-09 19:07:20,0 days 08:58:00,Cancelled,1032.5,Embraer 190,A26,International,102.0,70.0,Rain,10.0
JB8021,Spirit,SEA,DFW,2023-03-13 11:11:41,2023-03-13 11:44:41,0 days 00:33:00,Cancelled,97.57,Embraer 190,A10,4,239.0,197.0,Thunderstorm,10.0
AS8784,American Airlines,BOS,LAX,2023-02-04 18:19:55,2023-02-04 22:44:55,0 days 04:25:00,Cancelled,589.16,Embraer 190,C7,4,336.0,289.0,Fog,7.0
AS8946,United,BOS,MIA,2023-07-10 22:52:02,2023-07-11 01:27:02,0 days 02:35:00,Delayed,1028.54,Boeing 737,A20,2,163.0,67.0,Cloudy,12.0
AA3621,JetBlue,JFK,ATL,2023-05-28 13:38:52,2023-05-28 17:19:52,0 days 03:41:00,Delayed,136.47,Bombardier CRJ900,C14,1,112.0,97.0,Rain,13.0
AS5803,Alaska Airlines,SFO,DEN,2023-09-18 06:14:32,2023-09-18 08:13:32,0 days 01:59:00,Delayed,512.77,Boeing 777,D14,4,216.0,154.0,Fog,8.0
SW155,Delta,DEN,LAX,2023-06-02 15:59:25,2023-06-02 17:18:25,0 days 01:19:00,Delayed,1268.66,Bombardier CRJ900,B14,3,131.0,81.0,Thunderstorm,6.0
JB2057,Southwest,ATL,BOS,2023-10-23 20:11:19,2023-10-24 04:07:19,0 days 07:56:00,Delayed,902.8,Embraer 190,B28,1,166.0,139.0,Snow,7.0
AA9415,Delta,BOS,ORD,2023-10-03 23:29:41,2023-10-04 00:26:41,0 days 00:57:00,Cancelled,338.61,Boeing 777,A27,4,299.0,163.0,Clear,13.0
SW6163,United,ATL,DFW,2023-03-14 23:07:19,2023-03-15 01:47:19,0 days 02:40:00,Cancelled,858.05,Boeing 777,C28,1,328.0,64.0,Clear,8.0
JB7123,Alaska Airlines,SFO,SEA,2023-12-07 01:17:25,2023-12-07 02:43:25,0 days 01:26:00,Delayed,316.43,Airbus A380,D26,International,254.0,252.0,Cloudy,5.0
DL4473,Spirit,SFO,DFW,2023-11-15 03:21:48,2023-11-15 06:18:48,0 days 02:57:00,Delayed,1395.63,Boeing 737,A8,International,397.0,71.0,Cloudy,14.0
SP7697,Delta,SEA,ORD,2023-03-25 06:51:19,2023-03-25 08:55:19,0 days 02:04:00,Delayed,214.82,Boeing 777,A3,2,357.0,103.0,Rain,5.0
AA6054,Alaska Airlines,LAX,SEA,2023-10-07 14:56:14,2023-10-07 15:44:14,0 days 00:48:00,Delayed,190.32,Boeing 777,C15,International,258.0,56.0,Thunderstorm,9.0
,JetBlue,DEN,LAX,2023-06-30 17:24:03,2023-07-01 01:58:03,0 days 08:34:00,On Time,1284.64,Embraer 190,A13,2,179.0,88.0,Thunderstorm,7.0
AS8203,JetBlue,DEN,LAX,2023-02-19 15:50:23,2023-02-19 21:57:23,0 days 06:07:00,On Time,772.87,Boeing 777,B17,1,140.0,61.0,Snow,7.0
JB7473,Spirit,LAX,SFO,2023-06-09 15:23:26,2023-06-09 22:58:26,0 days 07:35:00,Cancelled,450.03,Boeing 777,D15,4,269.0,73.0,Snow,15.0
SP8051,Alaska Airlines,ORD,LAX,2023-09-21 13:46:19,2023-09-21 17:48:19,0 days 04:02:00,Cancelled,1088.52,Airbus A320,D12,1,199.0,51.0,Fog,6.0
SP7787,Spirit,DEN,JFK,2023-01-17 05:51:46,2023-01-17 10:16:46,0 days 04:25:00,Cancelled,475.88,Boeing 737,A1,International,299.0,148.0,Snow,8.0
DL8138,JetBlue,JFK,ATL,2023-07-09 01:04:40,2023-07-09 04:14:40,0 days 03:10:00,On Time,179.09,Airbus A320,B26,4,377.0,317.0,Clear,14.0
SW1648,Alaska Airlines,DEN,LAX,2023-05-11 17:13:27,2023-05-12 02:30:27,0 days 09:17:00,On Time,490.89,Embraer 190,B9,3,311.0,90.0,Snow,13.0
UA9163,Southwest,ATL,DFW,2023-01-29 13:47:36,2023-01-29 21:12:36,0 days 07:25:00,Delayed,1390.89,Boeing 777,B28,2,344.0,178.0,Fog,13.0
SP1197,Southwest,DEN,ATL,2023-08-20 07:06:59,2023-08-20 11:33:59,0 days 04:27:00,On Time,330.75,Boeing 777,A7,1,151.0,80.0,Fog,11.0
SP1102,Southwest,ORD,SFO,2023-02-25 07:06:39,2023-02-25 11:55:39,0 days 04:49:00,Cancelled,939.97,Boeing 737,D9,International,356.0,247.0,Clear,8.0
SW6451,JetBlue,JFK,MIA,2023-02-17 21:13:27,2023-02-18 05:34:27,0 days 08:21:00,On Time,418.87,Airbus A320,D8,1,172.0,91.0,Rain,15.0
JB5100,Spirit,DFW,SEA,2023-05-10 09:26:40,2023-05-10 11:38:40,0 days 02:12:00,Cancelled,334.58,Boeing 737,B14,International,258.0,181.0,Thunderstorm,10.0
JB9356,Alaska Airlines,DFW,ATL,2023-08-17 02:54:48,2023-08-17 12:39:48,,Delayed,1163.57,Bombardier CRJ900,D19,1,,156.0,Snow,12.0
AA4926,American Airlines,ATL,ORD,2023-08-16 11:11:07,2023-08-16 18:00:07,0 days 06:49:00,On Time,698.44,Airbus A320,A4,International,139.0,93.0,Thunderstorm,13.0
AA954,Spirit,DEN,MIA,2023-10-30 10:42:44,2023-10-30 13:45:44,0 days 03:03:00,On Time,525.88,Bombardier CRJ900,D12,International,326.0,138.0,Thunderstorm,10.0
AA283,American Airlines,SFO,BOS,2023-09-22 14:35:07,2023-09-22 19:51:07,0 days 05:16:00,Cancelled,324.54,Airbus A320,A7,2,360.0,319.0,Cloudy,6.0
DL2417,United,BOS,DFW,2023-09-05 23:47:11,2023-09-06 05:19:11,0 days 05:32:00,Cancelled,369.18,Airbus A320,B18,3,397.0,85.0,Clear,9.0
AS2440,Delta,ATL,DEN,2023-04-15 10:15:00,2023-04-15 15:48:00,0 days 05:33:00,Delayed,815.95,Airbus A320,A8,International,380.0,183.0,Fog,12.0
AA4399,Southwest,SFO,LAX,2023-08-31 23:28:16,2023-09-01 01:17:16,0 days 01:49:00,Delayed,1205.11,Boeing 737,D18,2,142.0,95.0,Fog,8.0
DL5075,Alaska Airlines,BOS,ORD,2023-04-21 23:28:43,2023-04-22 07:14:43,0 days 07:46:00,Delayed,292.57,Airbus A380,A2,3,140.0,112.0,Fog,11.0
SP6511,American Airlines,LAX,MIA,2023-10-14 01:46:41,2023-10-14 08:12:41,0 days 06:26:00,Delayed,362.86,Bombardier CRJ900,B28,2,196.0,99.0,Cloudy,11.0
UA6019,Southwest,MIA,DFW,2023-11-29 20:17:20,2023-11-30 04:32:20,0 days 08:15:00,Cancelled,1175.63,Embraer 190,B29,1,270.0,72.0,Clear,6.0
SP4831,American Airlines,JFK,DEN,2023-08-05 03:10:26,2023-08-05 05:07:26,0 days 01:57:00,Cancelled,1277.33,Boeing 777,A22,International,276.0,97.0,Thunderstorm,13.0
UA8339,United,ORD,SEA,2023-09-05 15:10:24,2023-09-05 18:06:24,0 days 02:56:00,On Time,854.68,Boeing 777,B17,3,141.0,141.0,Fog,12.0
AS8844,Spirit,MIA,DFW,2023-04-28 07:05:15,2023-04-28 14:12:15,0 days 07:07:00,On Time,268.94,Airbus A380,B22,2,100.0,79.0,Cloudy,12.0
AA5185,JetBlue,BOS,MIA,2023-12-02 05:10:02,2023-12-02 08:40:02,0 days 03:30:00,Delayed,948.26,Boeing 777,A12,3,389.0,217.0,Thunderstorm,11.0
SW9758,Alaska Airlines,DEN,ATL,2023-05-18 11:50:20,2023-05-18 13:39:20,0 days 01:49:00,Delayed,895.41,Bombardier CRJ900,A23,1,298.0,265.0,Clear,6.0
AA8431,Spirit,DFW,MIA,2023-05-24 19:14:59,2023-05-25 02:35:59,0 days 07:21:00,On Time,1452.06,Airbus A380,A8,1,363.0,221.0,Snow,5.0
AA4352,Delta,MIA,ATL,2023-11-21 09:35:24,2023-11-21 14:11:24,0 days 04:36:00,Delayed,170.28,Embraer 190,B1,3,162.0,62.0,Fog,13.0
DL7548,Alaska Airlines,JFK,DEN,2023-03-20 01:28:26,2023-03-20 09:44:26,0 days 08:16:00,Delayed,957.57,Boeing 777,B14,1,168.0,161.0,Rain,7.0
SP7357,United,JFK,BOS,2023-10-15 04:30:39,2023-10-15 13:03:39,0 days 08:33:00,Cancelled,233.02,Bombardier CRJ900,C23,3,396.0,241.0,Snow,5.0
SP5473,American Airlines,MIA,SFO,2023-08-12 03:29:01,2023-08-12 05:37:01,0 days 02:08:00,Delayed,,Boeing 737,D14,International,331.0,131.0,Snow,7.0
DL7247,Delta,LAX,SFO,2023-04-02 22:51:24,2023-04-03 05:55:24,0 days 07:04:00,Delayed,427.5,Embraer 190,B23,4,266.0,209.0,Cloudy,12.0
DL2009,United,SFO,SEA,2023-05-22 13:46:51,2023-05-22 16:47:51,0 days 03:01:00,Delayed,903.44,Boeing 777,C30,1,158.0,101.0,Thunderstorm,9.0
JB9265,Southwest,DEN,JFK,2023-07-19 02:40:02,,0 days 07:49:00,Cancelled,1128.23,Boeing 737,C17,1,249.0,54.0,Snow,12.0
SW7826,Delta,SEA,DEN,2023-10-20 06:05:50,2023-10-20 12:31:50,0 days 06:26:00,On Time,741.11,Boeing 777,,3,205.0,94.0,Snow,9.0
AS8434,Alaska Airlines,ATL,MIA,2023-03-26 06:14:52,2023-03-26 10:13:52,0 days 03:59:00,Delayed,1327.2,Airbus A320,C22,2,335.0,292.0,Rain,5.0
AA2010,JetBlue,JFK,ATL,2023-03-05 16:24:35,2023-03-06 01:24:35,0 days 09:00:00,Delayed,186.2,Boeing 737,A29,International,252.0,211.0,Fog,
AS4804,American Airlines,,ATL,2023-05-23 12:51:21,2023-05-23 17:34:21,0 days 04:43:00,On Time,1186.65,Airbus A380,A30,4,210.0,127.0,Fog,12.0
AA5181,Delta,BOS,LAX,2023-04-14 01:53:43,2023-04-14 04:59:43,0 days 03:06:00,Cancelled,293.27,Boeing 737,C5,4,179.0,100.0,Clear,14.0
AA3295,Spirit,DFW,ORD,2023-04-23 20:27:21,2023-04-24 02:52:21,0 days 06:25:00,Cancelled,1061.96,Embraer 190,D25,3,,230.0,Cloudy,7.0
SP2426,Spirit,SFO,MIA,2023-03-03 07:20:53,2023-03-03 08:45:53,0 days 01:25:00,On Time,1088.96,Boeing 777,C17,2,376.0,270.0,Clear,6.0
UA2735,Delta,BOS,ORD,2023-08-08 22:47:39,2023-08-09 04:43:39,0 days 05:56:00,Cancelled,699.06,Airbus A380,A7,4,112.0,85.0,Clear,5.0
JB8246,Alaska Airlines,DEN,SFO,2023-09-23 04:41:04,2023-09-23 10:37:04,0 days 05:56:00,Cancelled,121.99,Airbus A380,C8,2,143.0,70.0,Cloudy,13.0
UA7729,Alaska Airlines,MIA,ATL,2023-09-07 03:43:02,2023-09-07 13:14:02,0 days 09:31:00,On Time,648.62,Boeing 777,C3,International,179.0,59.0,Thunderstorm,6.0
SW9144,JetBlue,ORD,DEN,2023-12-18 19:08:14,2023-12-19 05:03:14,0 days 09:55:00,Cancelled,1216.46,Airbus A380,B6,3,290.0,150.0,Thunderstorm,12.0
DL4495,Spirit,DEN,DFW,2023-11-08 04:27:32,2023-11-08 08:55:32,0 days 04:28:00,On Time,821.56,Airbus A380,C13,4,177.0,143.0,Cloudy,15.0
AA6089,American Airlines,BOS,ORD,2023-03-29 01:31:20,2023-03-29 03:46:20,0 days 02:15:00,Cancelled,77.13,Airbus A380,B22,International,138.0,63.0,Clear,10.0
AS6322,Delta,MIA,SFO,2023-05-23 13:19:50,2023-05-23 18:46:50,0 days 05:27:00,Cancelled,830.94,Bombardier CRJ900,D24,1,241.0,121.0,Snow,6.0
AA6319,United,ORD,LAX,2023-12-19 05:26:11,2023-12-19 11:56:11,0 days 06:30:00,Cancelled,1012.57,Bombardier CRJ900,B22,3,277.0,121.0,Rain,13.0
DL3723,Alaska Airlines,ORD,ATL,2023-09-17 18:41:45,2023-09-17 17:41:45,0 days 06:49:00,On Time,160.96,Bombardier CRJ900,A20,2,214.0,171.0,Cloudy,13.0
SW2364,Southwest,DFW,JFK,2023-06-02 12:59:08,2023-06-02 16:01:08,0 days 03:02:00,Delayed,1210.63,Boeing 737,B26,International,334.0,211.0,Cloudy,15.0
UA812,Spirit,DEN,ATL,2023-11-16 14:42:31,2023-11-16 19:45:31,0 days 05:03:00,Cancelled,1464.45,Airbus A380,A25,International,296.0,140.0,Thunderstorm,10.0
DL451,Spirit,SFO,DEN,2023-09-06 03:49:47,2023-09-06 04:57:47,0 days 01:08:00,Delayed,623.82,Boeing 737,B18,4,318.0,286.0,Cloudy,12.0
SW4006,Spirit,DFW,LAX,2023-01-02 12:39:18,2023-01-02 20:58:18,0 days 08:19:00,On Time,1307.3,Bombardier CRJ900,A25,2,257.0,73.0,Snow,10.0
AS3598,United,ATL,LAX,2023-06-01 11:10:40,2023-06-01 13:51:40,0 days 02:41:00,On Time,839.02,Airbus A380,A27,3,315.0,121.0,Fog,11.0
DL1486,Spirit,DFW,LAX,2023-09-22 11:44:38,2023-09-22 18:17:38,0 days 06:33:00,On Time,315.22,Boeing 737,A15,2,305.0,298.0,Fog,6.0
JB2096,Delta,JFK,ATL,2023-11-07 19:41:50,2023-11-08 00:44:50,0 days 05:03:00,Delayed,241.96,Boeing 777,D8,1,126.0,86.0,Cloudy,6.0
SP7765,Delta,MIA,ATL,2023-09-05 02:27:18,2023-09-05 11:01:18,0 days 08:34:00,Cancelled,358.27,Boeing 737,B9,2,254.0,171.0,Thunderstorm,9.0
UA480,Delta,SEA,JFK,2023-10-31 08:02:07,2023-10-31 14:22:07,0 days 06:20:00,Delayed,611.57,Airbus A320,A4,2,165.0,154.0,Rain,9.0
UA9851,Alaska Airlines,ORD,SEA,2023-04-30 20:45:32,2023-05-01 05:36:32,0 days 08:51:00,Delayed,618.45,Airbus A380,C23,2,370.0,109.0,Fog,12.0
SP761,Southwest,BOS,DEN,,2023-06-05 04:43:39,0 days 07:00:00,Cancelled,1466.81,Boeing 737,D21,International,253.0,74.0,Clear,12.0
SP3534,American Airlines,SEA,JFK,2023-05-10 23:54:27,2023-05-11 09:09:27,0 days 09:15:00,Cancelled,1098.46,Embraer 190,A23,3,197.0,66.0,Rain,6.0
AA5921,Southwest,JFK,DFW,2023-09-16 02:14:19,2023-09-16 08:46:19,0 days 06:32:00,On Time,320.77,Boeing 777,D12,2,149.0,113.0,Clear,8.0
UA2680,Spirit,SFO,DFW,2023-03-13 09:18:40,2023-03-13 19:09:40,0 days 09:51:00,Cancelled,715.42,Airbus A320,C15,3,183.0,66.0,Thunderstorm,11.0
AA2700,American Airlines,ORD,JFK,2023-08-23 15:10:51,2023-08-23 22:31:51,0 days 07:21:00,Cancelled,1010.27,Airbus A320,B2,3,179.0,50.0,Fog,12.0
AS7098,JetBlue,MIA,DEN,2023-12-14 15:51:02,2023-12-14 21:00:02,0 days 05:09:00,Cancelled,555.77,Boeing 737,C25,4,347.0,72.0,Fog,7.0
DL6267,Spirit,SEA,ORD,2023-10-09 08:37:49,2023-10-09 15:35:49,0 days 06:58:00,On Time,500.93,Embraer 190,D20,2,182.0,,Rain,5.0
JB2454,Spirit,SEA,DEN,2023-07-22 14:27:33,2023-07-22 16:48:33,0 days 02:21:00,Delayed,1192.3,Boeing 737,A25,4,178.0,107.0,,14.0
JB4353,American Airlines,JFK,MIA,2023-04-09 01:08:33,2023-04-09 03:52:33,0 days 02:44:00,On Time,700.48,Boeing 777,B27,3,302.0,278.0,Fog,12.0
SP7004,Delta,BOS,SFO,2023-11-16 19:30:40,2023-11-17 03:23:40,0 days 07:53:00,Delayed,1387.05,Airbus A380,B23,2,153.0,129.0,Rain,11.0
AS7199,Southwest,ATL,MIA,2023-12-27 19:20:53,2023-12-28 02:14:53,0 days 06:54:00,Cancelled,1499.21,Airbus A380,A29,3,268.0,140.0,Snow,14.0
SW2688,American Airlines,DEN,MIA,2023-10-18 09:52:58,2023-10-18 18:59:58,0 days 09:07:00,Cancelled,1250.07,Boeing 777,D11,2,110.0,98.0,Clear,10.0
SP5048,Delta,SEA,ATL,2023-01-02 23:46:03,2023-01-03 08:49:03,0 days 09:03:00,Cancelled,260.74,Bombardier CRJ900,B15,3,202.0,193.0,Rain,9.0
AA1422,Southwest,LAX,MIA,2023-02-05 07:43:57,2023-02-05 11:21:57,0 days 03:38:00,Delayed,1496.34,Boeing 777,B16,International,138.0,54.0,Cloudy,13.0
AS6019,Alaska Airlines,SFO,DFW,2023-02-03 04:15:26,2023-02-03 06:39:26,0 days 02:24:00,Delayed,928.25,Airbus A320,B2,3,174.0,118.0,Cloudy,10.0
UA7503,Southwest,JFK,DFW,2023-03-31 22:29:53,2023-04-01 07:31:53,0 days 09:02:00,Delayed,434.95,Bombardier CRJ900,B20,2,105.0,50.0,Clear,6.0
DL2740,United,MIA,ORD,,2023-12-18 16:07:03,0 days 08:41:00,Delayed,1321.48,Boeing 737,B29,3,382.0,269.0,Cloudy,11.0
JB5414,American Airlines,LAX,ATL,2023-02-27 16:16:24,2023-02-27 17:02:24,0 days 00:46:00,Cancelled,142.0,Embraer 190,C21,3,316.0,231.0,Snow,6.0
SP9105,Delta,SEA,DFW,2023-12-09 11:04:54,2023-12-09 18:05:54,0 days 07:01:00,Cancelled,925.45,Airbus A380,A17,2,213.0,170.0,Clear,8.0
SW9283,United,LAX,MIA,2023-12-19 19:30:51,2023-12-19 21:56:51,0 days 02:26:00,On Time,651.73,Airbus A380,C3,International,184.0,167.0,Snow,9.0
UA8651,Spirit,DEN,LAX,2023-02-22 07:09:16,2023-02-22 11:28:16,0 days 04:19:00,Delayed,1428.23,Bombardier CRJ900,D9,3,178.0,114.0,Clear,14.0
